Experiment,Particle,E1,pt1,eta1,phi1
629,j,517635,345003,-0.960967,0.633515
630,j,438947,429260,0.150319,1.50753
631,j,933832,856049,-0.34867,0.971622
632,j,628659,459406,0.800341,-0.654699
633,j,865649,825289,-0.287066,-0.103345
634,j,605151,572325,0.184248,0.645297
635,j,1.5258e+06,568226,1.6438,-2.52035
636,j,389404,244362,-1.0404,-0.141037
637,j,612590,391888,1.00329,-2.56269
638,j,586266,290286,1.32586,2.14897
639,j,637836,597489,0.353822,2.37906
640,j,2.14063e+06,950013,-1.44722,1.94379
641,j,601857,565449,-0.352491,-2.70913
642,j,608374,545974,0.463354,2.21999
643,j,2.08563e+06,458383,2.19546,1.82838
644,j,554251,536947,0.243665,-2.11223
645,j,304622,253438,-0.604939,-0.290799
646,j,1.23129e+06,1.21096e+06,-0.0117149,-2.13476
647,j,554137,480113,0.530556,-2.68977
649,j,1.69268e+06,1.26733e+06,-0.765312,0.0918526
650,j,1.63162e+06,1.48142e+06,0.375472,2.78045
651,j,1.02063e+06,601361,-1.11533,2.41314
652,j,895570,864499,0.254153,-1.94923
653,j,619746,388395,1.04234,2.22057
654,j,395507,360459,0.422208,1.81374
656,j,502586,306297,-1.07363,-0.794345
657,j,887905,695775,-0.72413,0.497652
658,j,441850,434700,-0.145081,2.58229
660,j,1.35243e+06,499396,1.65166,-0.578763
661,j,587060,486285,0.6207,2.8997
662,j,712897,600988,0.566338,-2.03174
663,j,395098,303162,-0.754448,0.245063
664,j,752811,494678,0.979567,0.750654
665,j,424791,373632,-0.516107,-2.18702
666,j,982502,532531,1.22131,-2.8927
667,j,791253,708586,-0.473405,0.419278
668,j,484543,465654,-0.246673,2.26162
669,j,954954,539999,1.16753,1.34216
670,j,761156,598114,0.721184,-2.16119
671,j,875649,586061,0.950933,-2.2254
672,j,459414,452352,0.16503,-2.61144
673,j,914329,301370,1.77342,-0.904428
674,j,460932,416849,0.438245,-1.53865
675,j,461319,444314,-0.20222,1.60028
676,j,543307,537647,0.123408,0.724845
677,j,822798,798089,-0.236258,-0.604784
678,j,1.08518e+06,651011,1.09197,-2.52748
679,j,416799,338435,-0.655126,0.655826
680,j,851938,775921,-0.431218,0.622518
681,j,580347,510465,0.50789,-0.55413
682,j,830738,441150,1.24559,-0.287662
683,j,493646,436018,0.503145,1.90295
684,j,415632,388756,-0.26499,1.21081
685,j,449074,448345,-0.0351202,-1.83326
686,j,638917,434965,0.917801,2.36228
687,j,670032,665192,0.0916441,-2.45341
688,j,660254,636710,-0.262212,2.67608
689,j,712449,537715,0.775558,-2.40243
690,j,783642,742564,0.270535,-0.332208
691,j,2.25102e+06,628379,-1.94881,-0.99926
692,j,528249,505649,0.260569,-1.86313
693,j,1.33852e+06,962964,0.850567,-2.12803
694,j,366094,337489,-0.390519,-1.00584
695,j,1.29483e+06,974914,-0.789294,-2.88089
696,j,626346,382066,1.07641,1.36271
697,j,1.03181e+06,510465,-1.32859,0.710196
698,j,686052,677393,-0.0948409,2.50784
699,j,828988,303473,-1.66126,-0.0745896
700,j,998124,960982,-0.267821,-3.03969
701,j,383741,377402,0.16393,1.48893
702,j,518621,429289,0.628749,-1.51207
703,j,946442,774177,0.651386,1.9362
705,j,400798,330971,0.637787,-2.9424
706,j,750315,719372,-0.285172,1.89441
707,j,658630,414560,1.03661,0.366174
708,j,908046,616932,0.935897,2.90845
709,j,490851,447410,0.427414,-1.41481
711,j,776067,446901,-1.14816,-1.63922
712,j,582264,509536,-0.527827,-0.499109
713,j,479173,437183,0.376771,2.09131
714,j,596485,432113,0.845747,1.18774
715,j,440536,428578,-0.202537,0.556891
716,j,1.46118e+06,1.39788e+06,0.296667,0.0589913
717,j,412255,338530,-0.630958,-2.5141
718,j,735031,715538,0.174491,-0.799592
719,j,710818,634953,0.466858,1.00804
720,j,809712,694101,0.55912,-1.03018
721,j,817814,698010,0.576543,-1.45999
722,j,769551,565593,0.81725,2.31148
723,j,644685,597764,-0.28882,-1.18684
724,j,539826,308942,-1.15293,2.72688
725,j,426448,406123,0.290432,0.737893
726,j,1.30541e+06,927374,-0.846294,0.398361
727,j,897936,522358,1.13663,-2.17959
728,j,849226,836782,-0.00703863,1.07736
729,j,652009,300900,1.40755,1.35398
730,j,784985,621221,0.706737,0.609294
731,j,926108,433800,-1.39027,-0.188856
732,j,1.4436e+06,983347,-0.93223,1.64316
733,j,833220,246531,1.88747,0.985611
734,j,1.50023e+06,379367,-2.0514,1.73106
735,j,2.12665e+06,646322,-1.85934,-1.37513
737,j,414113,241874,-1.12047,-0.00719143
738,j,647587,579560,-0.473004,-2.03645
739,j,578504,569517,-0.15994,0.669229
740,j,1.24856e+06,1.1648e+06,-0.368901,0.991818
741,j,870544,443724,-1.29212,-0.728855
742,j,963592,843712,0.524071,3.07114
743,j,378002,369882,-0.190551,1.81142
744,j,953682,553579,1.13201,1.96158
745,j,1.01759e+06,718694,-0.870835,-0.276409
746,j,944346,865132,-0.418064,-2.96569
747,j,1.11915e+06,640281,1.15455,-1.0888
748,j,1.05411e+06,452243,1.48749,-1.49151
749,j,521151,505540,-0.245092,-0.937237
750,j,389451,375117,0.142507,-1.67288
751,j,457068,444276,0.230557,-2.68968
752,j,731459,585022,0.688562,-0.967188
753,j,536522,475674,0.481556,-0.373934
754,j,952070,937204,0.173381,0.714382
755,j,600958,248434,1.52584,1.42821
756,j,766611,687851,0.467565,-1.15154
757,j,1.44086e+06,1.13186e+06,0.714525,-0.123945
758,j,1.17281e+06,1.09953e+06,0.356221,0.324339
759,j,826842,768779,-0.343986,-1.54143
760,j,386926,301433,-0.734962,2.25529
761,j,1.18345e+06,1.16543e+06,-0.128222,0.464862
762,j,854512,836783,-0.172538,-0.914183
763,j,1.16755e+06,756522,0.994863,-2.60872
764,j,420130,378747,-0.449171,-0.117197
765,j,365113,362451,0.0894718,2.9926
766,j,1.34706e+06,1.3451e+06,0.00569903,0.105954
767,j,491257,345317,0.88702,-1.12206
768,j,1.04452e+06,519516,1.32056,-1.99552
769,j,1.14954e+06,945866,-0.632544,-2.55957
770,j,1.31658e+06,875134,0.963537,-3.12033
771,j,275976,255361,0.346946,-2.09645
772,j,541689,409002,0.75965,-1.22027
773,j,454524,368929,-0.666748,0.628983
774,j,297163,286946,-0.220738,2.78183
775,j,885164,525775,1.10357,0.630883
776,j,969969,802721,0.62736,1.81325
777,j,592766,590057,0.0560517,2.3809
778,j,713315,674863,0.328121,2.8363
779,j,452870,212674,1.38295,1.33885
780,j,722827,684800,0.00756295,2.46915
781,j,960506,905466,0.334033,-1.49314
782,j,609516,594664,0.213857,-0.774882
783,j,715403,713983,0.038606,2.44669
784,j,1.35625e+06,927678,0.926719,2.53769
785,j,775501,336788,1.4748,-0.334861
786,j,639950,620643,-0.188368,-2.05697
787,j,366849,363969,0.0632606,2.92733
788,j,426582,411056,0.263176,0.848081
789,j,918586,576574,-1.04079,3.09812
790,j,1.02784e+06,485898,-1.38099,1.65496
792,j,316075,306079,0.184037,-2.41504
793,j,1.05648e+06,524864,1.32308,2.35371
794,j,452216,439884,-0.209082,-0.0591135
795,j,749934,556764,0.787037,1.05144
796,j,285368,271593,0.270168,2.53167
797,j,976264,945457,0.251511,0.245201
798,j,509366,482539,0.328143,-0.558271
799,j,903912,699277,0.739714,-1.07127
800,j,663649,625292,0.259861,-2.43184
801,j,849297,811813,-0.289262,1.5174
802,j,589868,544744,-0.291837,0.214937
803,j,692919,685366,0.0530947,-1.48616
804,j,918892,620387,0.944732,1.91792
805,j,994655,469526,1.38264,0.997735
806,j,680545,674763,-0.104698,-2.51842
807,j,396552,340484,-0.560864,1.42422
808,j,730777,711911,-0.0685738,0.194824
809,j,972805,920899,-0.30736,-0.784475
810,j,754521,725979,0.240562,2.08483
811,j,1.16991e+06,660287,-1.17326,2.13587
812,j,899070,767190,0.566176,-2.60254
813,j,887927,721645,0.665085,-2.5285
814,j,938695,489007,-1.25879,2.13816
815,j,494558,393982,0.671938,-0.25652
816,j,553343,546080,0.107682,-2.12099
817,j,433737,251909,1.13559,-1.7624
818,j,729173,540633,0.807725,0.338592
819,j,349763,332457,0.298038,-0.140231
820,j,825206,686832,-0.596799,-1.57882
821,j,614982,536157,0.533892,0.318415
822,j,785501,623217,0.69409,1.02232
823,j,536636,508696,-0.121508,3.1318
824,j,491285,476449,-0.0300254,-0.944678
825,j,634486,587352,-0.361555,0.661352
826,j,372816,317223,0.577102,-1.20479
827,j,425920,409600,-0.241933,-0.702602
828,j,726365,649433,-0.467817,0.441696
829,j,371330,363380,0.152244,-2.39914
830,j,701742,568313,-0.66235,0.117738
831,j,419429,190865,-1.42135,-1.3864
832,j,796824,745177,0.17526,-0.283894
833,j,452887,314647,0.900028,1.95834
834,j,457194,439044,0.284315,-0.833912
835,j,1.07239e+06,1.0641e+06,-0.0618694,-0.537218
836,j,994941,742267,-0.792349,-3.1329
837,j,647923,465958,-0.849554,-2.65235
838,j,772699,689915,0.470719,-2.48616
839,j,1.22522e+06,1.08009e+06,0.494468,0.982062
840,j,734992,619883,0.597275,0.571864
842,j,1.09469e+06,847588,0.740115,2.71137
843,j,505783,421377,0.607536,-3.1195
844,j,342917,338636,-0.144728,0.0823739
845,j,1.3696e+06,709016,-1.26938,-1.19663
846,j,1.31237e+06,818818,-1.04671,-1.307
847,j,874348,864469,0.122168,-2.39155
848,j,454054,444439,-0.182204,2.30711
849,j,965929,630348,-0.974154,1.19973
850,j,438901,407649,0.367199,1.3216
851,j,941533,908546,0.265503,-0.791265
852,j,1.35864e+06,766177,-1.17228,-0.814577
853,j,1.06099e+06,927891,0.529052,-1.34759
854,j,471090,416747,0.489101,-0.408755
855,j,2.63274e+06,1.44037e+06,-1.20873,1.20419
856,j,807589,682820,0.582545,0.264445
857,j,548656,497755,-0.423358,0.790051
858,j,725607,534800,0.817117,-2.917
859,j,281131,266221,-0.274868,-0.860839
860,j,1.66361e+06,1.28482e+06,0.748442,-1.79591
861,j,778859,648668,-0.621843,0.0878529
862,j,342636,309972,-0.426973,-1.54744
863,j,411612,387913,0.235179,1.17006
864,j,590708,528298,0.475478,-2.75026
865,j,509135,372205,-0.817952,1.5603
866,j,394524,381520,-0.245738,-0.203442
867,j,499139,465082,0.349654,-1.68018
868,j,522377,299607,-1.14905,-0.920468
869,j,547349,509601,0.380892,-0.926346
870,j,554778,528180,-0.289932,-1.62817
871,j,761280,699987,0.409977,-3.01994
872,j,1.17195e+06,786593,0.950038,-0.586836
873,j,2.89767e+06,730524,-2.05465,-1.69227
874,j,442543,301798,-0.926811,-2.97093
876,j,1.69028e+06,559542,-1.76998,0.823317
877,j,936786,661035,-0.883665,2.10968
878,j,739849,735522,-0.0482923,-0.431784
879,j,461705,373691,0.62776,1.53557
880,j,973661,843490,-0.546554,2.40897
881,j,666549,662242,-0.091152,-0.595918
882,j,799183,793256,0.0182667,3.09038
883,j,431937,354610,-0.624463,1.72151
884,j,692111,670091,0.207143,2.79603
885,j,540086,470020,-0.494252,-1.91244
886,j,260320,234412,-0.452255,1.24305
888,j,414389,278828,-0.949843,-2.38861
889,j,1.42631e+06,634150,1.44835,-0.137471
890,j,790652,759740,0.272065,-0.193787
891,j,1.07607e+06,785376,-0.832435,-1.85169
892,j,702656,240969,1.72879,0.24484
893,j,808825,672996,0.6229,0.695977
894,j,395096,219102,1.19238,1.5726
895,j,1.66265e+06,1.37392e+06,-0.629563,1.23002
896,j,496755,490290,0.0571013,-0.991241
897,j,625981,431201,0.915744,2.06709
898,j,880452,499876,1.16374,3.08182
899,j,688695,509277,-0.801937,-2.07679
900,j,1.30962e+06,1.26246e+06,-0.256225,0.0434539
901,j,2.13074e+06,390008,-2.38246,2.24687
902,j,944309,657945,-0.895522,2.24897
903,j,337878,266283,-0.713358,0.643345
904,j,570338,452570,-0.703226,1.79765
905,j,879380,869945,0.09957,-1.01665
906,j,580966,527281,0.424593,0.792525
907,j,2.25265e+06,347212,2.55579,-1.30397
908,j,457162,201229,-1.45621,-3.14032
909,j,832872,727155,0.532394,-2.58195
910,j,748461,714936,0.294005,0.450299
911,j,1.01962e+06,786733,0.743254,1.85579
912,j,769666,416377,1.22417,2.77204
913,j,436095,317229,0.840475,0.146788
914,j,1.19465e+06,612910,1.28494,2.20818
915,j,2.0544e+06,982993,1.36559,-0.816123
916,j,442006,429043,-0.168133,-0.116546
917,j,773575,721328,-0.330542,1.67358
918,j,761417,690646,0.445256,2.60424
919,j,942995,930430,-0.122901,-0.93928
920,j,632762,445402,-0.882133,-2.0223
921,j,241512,211604,-0.523665,-2.87365
922,j,472393,447533,-0.312672,-2.01497
923,j,615371,609285,-0.0203131,-1.21179
924,j,1.26272e+06,1.04409e+06,0.631651,3.01077
925,j,955324,528424,-1.183,-0.356193
926,j,825892,728968,-0.49763,1.08593
927,j,473128,421299,0.462495,-2.76557
928,j,1.01838e+06,626692,1.06187,-1.45642
929,j,614543,575296,-0.355307,-0.485413
930,j,1.07647e+06,743148,-0.913798,-0.56743
931,j,436567,352534,-0.673339,2.7043
932,j,1.5128e+06,360774,-2.11117,-3.0875
933,j,667052,580342,0.459862,1.73178
934,j,726184,416000,1.15322,-1.97802
935,j,423341,357833,-0.533372,-0.00245418
936,j,843192,584191,0.903116,2.94609
937,j,840629,712913,0.548183,-2.04658
938,j,704638,674342,-0.29297,2.81361
939,j,910525,593018,0.992657,2.34555
940,j,768018,629718,-0.647538,-1.44008
941,j,714530,690375,-0.245399,1.29142
942,j,803984,757651,0.172206,-1.30091
943,j,2.09374e+06,1.89284e+06,-0.450819,2.23587
944,j,1.02749e+06,412495,1.5607,-0.104149
945,j,759841,668451,-0.497407,1.1916
946,j,846582,834878,-0.0984103,-1.14054
947,j,433324,418572,-0.238719,-0.960567
948,j,513023,485526,0.2977,-0.85611
949,j,360451,337320,0.353874,-2.41893
950,j,847161,692787,0.651708,-1.88256
951,j,685075,679545,-0.0831315,-0.425854
953,j,426298,338206,0.698125,3.05507
954,j,744971,710954,-0.274344,-2.79938
955,j,539906,524929,-0.179166,0.582071
956,j,631078,620650,0.0300147,-0.977542
957,j,1.19674e+06,1.11724e+06,0.167219,-0.37277
958,j,565385,511151,0.444273,0.903307
959,j,547826,398819,0.816421,0.0377434
960,j,1.48517e+06,782498,-1.25446,-1.79097
961,j,1.58733e+06,700920,1.45636,-2.51495
962,j,1.45632e+06,754663,-1.26249,-1.2796
963,j,903503,609257,0.946501,1.35075
964,j,350719,345187,0.136149,-2.72262
965,j,731060,730226,0.0183013,-2.66138
966,j,678088,597182,0.513009,-0.025438
967,j,601518,574981,-0.278264,-2.54797
968,j,384951,365096,-0.13468,-0.87617
969,j,838448,407722,-1.34779,-2.10921
970,j,772861,646810,0.599625,-2.57503
971,j,971217,894191,-0.409474,-0.544216
972,j,1.05825e+06,1.04674e+06,-0.144153,-0.755743
973,j,659975,328835,-1.31457,0.653484
974,j,678121,549424,0.665447,-3.04975
975,j,1.17345e+06,1.15718e+06,0.141252,-1.08192
976,j,499090,488506,0.185828,-0.754444
977,j,556445,547973,0.0183779,-1.87733
978,j,1.28744e+06,695845,1.22267,-2.68582
979,j,514477,507666,0.146217,-1.48524
980,j,1.18747e+06,956850,0.679315,-0.780479
981,j,961451,682291,0.864929,0.702786
982,j,360303,356611,-0.0205782,-1.30922
983,j,416933,255838,-1.06844,-2.89875
984,j,214129,208262,-0.156089,1.87497
985,j,641790,200907,-1.82677,1.49558
986,j,577915,444078,-0.75364,0.617065
987,j,415213,398440,-0.270928,-1.76567
988,j,520015,312120,-1.09474,-1.05714
989,j,1.47624e+06,514248,-1.71472,1.33463
990,j,610191,387252,1.00377,0.906941
991,j,2.48651e+06,1.8062e+06,-0.841496,0.445493
992,j,1.08778e+06,1.08278e+06,-0.0744873,0.0449756
993,j,490869,457510,0.360369,-1.8755
994,j,1.28202e+06,523500,-1.54367,-1.62015
995,j,356812,319972,0.447061,-1.13783
996,j,793890,355558,1.439,-0.818978
997,j,846314,460029,1.21533,-0.751499
998,j,553250,539705,-0.1458,2.40061
999,j,920755,818379,-0.483213,1.8835
1001,j,385258,383660,-0.0767639,0.0287552
1002,j,746898,297781,1.56773,-1.73557
1003,j,961036,806031,-0.575989,0.834614
1004,j,623861,425681,-0.9288,0.921001
1005,j,739805,494087,0.952394,0.760139
1006,j,485528,461009,0.281597,0.290998
1007,j,1.441e+06,591321,1.53838,1.87439
1008,j,1.70725e+06,445430,-2.01884,2.1976
1009,j,598159,457697,0.758144,-2.56361
1010,j,1.07958e+06,1.05082e+06,-0.225081,-0.490426
1011,j,274995,246187,0.3889,0.925322
1012,j,781108,399891,1.28543,-1.29428
1013,j,1.06111e+06,371374,-1.7089,-0.158553
1014,j,661809,578530,0.517601,2.92698
1015,j,659595,473247,0.851951,1.12007
1016,j,976734,666423,0.89416,3.11916
1017,j,1.75134e+06,806193,1.40904,0.629409
1018,j,409431,355150,-0.544356,1.63979
1019,j,514613,484536,-0.336066,1.9848
1020,j,531163,370848,-0.892329,1.94041
1021,j,357024,150473,1.50619,-2.41481
1022,j,768007,666857,0.523488,0.242102
1023,j,850305,755981,-0.487802,-0.639836
1024,j,1.01526e+06,491506,1.35044,2.95421
1025,j,356636,344234,-0.058314,-2.44255
1026,j,1.10883e+06,659067,-1.10717,-0.917499
1027,j,475286,398892,-0.601249,-0.246739
1028,j,756314,654070,-0.549525,-0.887558
1029,j,1.31219e+06,840809,1.01219,-2.4177
1030,j,1.78391e+06,1.55511e+06,0.533032,0.979722
1031,j,898436,253704,1.93683,3.0601
1032,j,1.01293e+06,990573,-0.163783,-0.0597716
1033,j,567984,494696,-0.534274,-1.23996
1034,j,1.11638e+06,825940,-0.813372,1.43856
1035,j,1.44727e+06,1.39843e+06,0.26126,1.86049
1036,j,1.50769e+06,695532,1.40844,1.84249
1037,j,342901,335544,0.0273116,1.14823
1039,j,356537,350727,-0.157077,-2.44974
1040,j,333999,329556,0.136488,1.24419
1041,j,512934,482614,0.331759,2.92391
1042,j,651635,631460,0.244747,-1.35033
1043,j,695769,636340,-0.419082,-1.19286
1044,j,960199,832927,-0.539254,3.04064
1045,j,1.7931e+06,769203,-1.48853,1.57294
1046,j,1.59024e+06,608713,1.61344,2.01825
1047,j,336020,215199,1.00779,-1.6757
1048,j,780165,639930,-0.624714,-2.81478
1049,j,632267,615701,-0.219806,-2.57833
1051,j,345681,241026,-0.896211,0.633755
1052,j,746532,535545,-0.856981,0.365439
1053,j,1.14908e+06,1.13286e+06,-0.159879,-1.95096
1054,j,396527,383789,0.237149,3.01623
1055,j,534691,394177,-0.817418,-0.0136967
1056,j,550023,545074,0.0627449,-2.07749
1057,j,777990,595817,0.756912,-1.65332
1058,j,1.13856e+06,553937,-1.34608,-1.87919
1059,j,688937,476126,-0.912332,-1.25859
1060,j,1.24377e+06,579766,-1.39548,-2.2155
1061,j,341099,333967,-0.183257,0.612052
1062,j,1.14202e+06,980998,-0.536415,0.0507813
1063,j,798760,650338,-0.644881,1.43872
1064,j,455616,399386,-0.49774,2.24335
1065,j,842715,391470,1.40008,2.04842
1066,j,596158,584814,-0.137414,0.676105
1067,j,568729,296398,1.26696,0.968527
1068,j,1.08829e+06,1.03826e+06,-0.280286,0.77436
1069,j,555179,552908,-0.0818971,1.53961
1070,j,489937,472688,0.193829,-0.490405
1071,j,672824,284923,-1.49947,3.01629
1072,j,833870,704822,-0.58275,0.232119
1073,j,443337,372105,-0.563928,-1.20332
1074,j,1.42482e+06,1.04091e+06,-0.814031,-0.175191
1075,j,1.25769e+06,654500,-1.26879,1.37137
1076,j,712315,676372,0.302346,0.0164044
1077,j,889165,848346,-0.307841,0.376662
1078,j,643895,582469,0.440773,2.69529
1079,j,560120,222478,-1.57035,-3.02819
1080,j,264241,262312,-0.0392084,1.44379
1081,j,526459,376606,0.861921,-2.84665
1082,j,495010,431330,-0.525991,-2.69464
1083,j,496361,329721,0.956082,0.398094
1084,j,1.02764e+06,875043,0.580677,0.909104
1085,j,968489,639062,-0.95574,-0.656903
1086,j,560560,474260,0.581363,-2.4454
1087,j,490514,485136,0.132781,2.2851
1088,j,843432,632271,0.767564,2.23974
1089,j,815342,479053,-1.12373,-1.80376
1090,j,1.68317e+06,1.37068e+06,0.643784,-2.09605
1091,j,388771,377998,-0.231059,0.636111
1092,j,640148,571773,-0.466542,3.12187
1093,j,499600,319599,1.00124,-0.277624
1096,j,507389,426948,-0.591401,-1.0808
1097,j,564757,537504,-0.286959,2.18306
1098,j,1.69161e+06,344558,2.27365,0.108136
1099,j,523159,435930,0.587436,-2.04255
1100,j,639770,600607,-0.346136,3.04626
1101,j,866450,458396,1.24836,3.04822
1102,j,434360,410233,-0.230337,-2.02537
1103,j,2.2834e+06,1.73281e+06,0.749386,-1.32716
1104,j,527860,443897,-0.5921,1.87368
1105,j,500574,482057,-0.112497,-2.36389
1107,j,545892,502361,-0.287083,2.66933
1108,j,506206,272481,1.22811,-2.70756
1109,j,471461,346319,-0.811614,-2.87776
1110,j,1.10572e+06,553042,-1.30307,0.933048
1111,j,323536,296685,-0.413744,-1.09772
1112,j,835890,646438,0.746412,1.35029
1113,j,477453,465448,-0.132255,-2.05894
1114,j,1.01964e+06,438358,-1.48709,1.53718
1115,j,1.3807e+06,656949,1.37281,2.18967
1116,j,839657,802276,0.298166,-2.49625
1117,j,434905,415793,-0.181847,2.97318
1118,j,1.62539e+06,1.10731e+06,-0.930372,-1.85874
1119,j,765343,757635,0.0258325,1.28283
1120,j,347490,321023,-0.361979,2.82827
1121,j,1.64152e+06,282536,-2.44495,-0.31396
1122,j,596667,401302,0.948596,-2.32234
1123,j,553164,395111,-0.865678,1.11654
1124,j,767030,753263,0.131562,-2.19375
1125,j,1.20073e+06,447899,-1.64148,0.590912
1126,j,2.43681e+06,864761,1.69522,2.46676
1127,j,573238,433549,0.726896,-2.73407
1128,j,751739,739034,0.177065,0.477595
1129,j,646724,643947,0.0764795,-1.18036
1130,j,1.10367e+06,1.09312e+06,0.0222784,-2.74017
1131,j,376660,304243,-0.675618,2.27456
1132,j,1.4434e+06,856263,-1.10981,1.58739
1133,j,692938,643581,-0.366293,2.20759
1134,j,1.19919e+06,401226,1.75565,-1.75879
1135,j,327334,319231,0.210329,0.932834
1136,j,1.16921e+06,942732,-0.608863,-0.229025
1137,j,777586,539627,-0.906625,-0.405258
1138,j,1.26509e+06,401453,-1.81434,-0.554689
1139,j,2.56095e+06,596968,-2.13546,-2.91212
1140,j,473941,452899,-0.283589,-2.37014
1141,j,398288,269391,-0.9411,2.40067
1142,j,1.26675e+06,1.18834e+06,0.351787,-2.74971
1143,j,763963,739192,0.240034,0.631517
1144,j,936657,554275,-1.11503,-2.98471
1145,j,953310,929247,0.201955,-3.05526
1146,j,340738,258487,0.774861,-0.851557
1147,j,421978,404898,0.163903,0.428485
1148,j,1.55765e+06,936885,1.091,-0.254305
1149,j,955073,694030,0.839886,-0.354798
1150,j,1.15099e+06,765956,-0.958962,2.828
1151,j,626319,591037,-0.255137,0.418883
1152,j,416897,300812,0.84974,2.26867
1153,j,719734,623874,0.531145,-1.44296
1154,j,552195,541064,0.177384,-2.33243
1155,j,724568,707694,-0.199605,-1.70086
1156,j,1.10818e+06,468826,1.50486,2.17497
1157,j,461916,287443,-1.05071,-2.51384
1158,j,596329,559293,0.251237,2.14365
1160,j,302677,267717,0.503443,2.36614
1161,j,435345,412945,0.316053,2.22394
1162,j,517195,413925,0.684432,-1.72637
1163,j,1.73433e+06,823642,-1.3719,0.347396
1164,j,833306,316665,-1.62199,1.8692
1165,j,1.16585e+06,222888,-2.3378,-0.733157
1166,j,561679,478744,0.576146,0.935904
1167,j,549375,545786,0.0127159,1.42094
1168,j,1.04465e+06,891838,-0.572507,0.828247
1169,j,502293,462376,0.410167,-0.826645
1170,j,676427,664535,0.0852255,-0.635563
